nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0012660	Sergey Afanasev	\N	\N	director,writer,producer	tt1482229,tt0195310,tt0913039
nm0012661	Valeriy Afanasev	1949	\N	actor	tt3959662,tt5303440,tt0337678,tt0173161
nm0012662	Yuri Afanasyev	1934	2015	director,writer	tt0093772,tt1667116,tt6115022
nm0012663	Anna Afanasyeva	\N	\N	actress	tt4625076,tt5125606,tt0106049,tt0100387
nm0012664	Nazli Afar	\N	\N	miscellaneous,costume_department	tt0264235,tt0114480,tt0312081,tt0285861
nm0012665	Greg Afaris	\N	\N		\N
nm0012666	Marianne Afchain	\N	\N	actress	tt0073271
nm0012667	Nina Afentaki	\N	\N	actress	tt0231103,tt0252892,tt0264858
nm0012668	Terrance Afer-Anderson	\N	\N	actor,writer,director	tt3729774,tt4323624,tt5955866,tt4499962
nm0012669	Luis Aferré	\N	\N	art_department	tt0185125
nm0012670	Jamie Aff	1965	\N	actor,soundtrack	tt0077390,tt0169437,tt1505064,tt0069627
nm0012671	Adrian Affatica	\N	\N	stunts	tt0188575
nm0012672	Dieter Affeldt	\N	\N	costume_department	tt0108574
nm0012673	Gualtiero Affer	\N	\N	actor	tt0337773,tt0263153
nm0012674	Giuseppe Affer	\N	\N	actor	tt0118054,tt0110536,tt0150239,tt0267319
nm0012675	Eric Affergan	\N	\N	actor	tt0417041,tt0097186,tt2919842
nm0012676	Josette Affergan	\N	\N	producer	tt0159876,tt0463905,tt0260103,tt0443857
nm0012677	Ron Affif	\N	\N	actor	tt0120533
nm0012678	John Affinito	\N	\N	actor	tt0116723
nm0012679	Marlyne Barrett	1978	\N	actress,producer	tt4655480
nm0012681	Andre Affleck	\N	\N	visual_effects	tt0118571
nm0012682	Neil Affleck	1953	\N	animation_department,director,actor	tt0096697,tt0462538,tt0081455,tt0082782
nm0012683	Rab Affleck	1953	\N	actor	tt0375912,tt0151137,tt0217505,tt0486655
nm0012684	Tracy Affleck	\N	\N	actress	tt0251939,tt0254869
nm0012685	Alain Afflelou	1948	\N	producer	tt8056316,tt6213146,tt0100428,tt6209650
nm0012686	Declan Affley	\N	\N	soundtrack,actor,composer	tt0088198,tt0146383,tt0928367
nm0012687	Jason Affolder	1977	\N	director,writer,cinematographer	tt1344667,tt0224203,tt2261787,tt1634875
nm0012688	Frank Affolter	1957	\N	composer,soundtrack	tt0211056,tt4624646,tt0106441,tt8900170
nm0012689	Silvia Affolter	\N	\N	actress	tt0159223
nm0012690	Therese Affolter	1951	\N	actress	tt0336525,tt1425622,tt5818818,tt0092004
nm0012691	Urs Affolter	1958	2016	actor	tt0272958,tt0108979,tt0118378,tt0090440
nm0012692	Adam Logan	\N	\N	actor,producer,director	tt0285333,tt11238116,tt0096684,tt5619490
nm0012693	Barbara Affonso	\N	\N	visual_effects,art_department	tt0091225,tt0112715,tt0117731,tt0107290
nm0012694	Max Afford	1906	1954	writer	tt0038954,tt3589886
nm0012695	Mike Afford	\N	\N	actor	tt0090400,tt0297625
nm0012696	Ralph Affoumado	\N	\N	composer	tt1084681,tt0137580
nm0012697	Seth Affoumado	\N	\N	actor	tt1043199,tt0078886
nm0012698	Anne Affourtit	\N	\N	actress	tt0140779,tt1238727
nm0012699	Bruno Affret	\N	\N	camera_department,cinematographer,miscellaneous	tt0178351,tt0088114,tt0086153,tt0091498
nm0012700	Mindy Affrime	\N	\N	producer	tt0116293,tt0081611,tt0139745,tt1448497
nm0012701	Edmondo Affronti	\N	\N	assistant_director,cinematographer,actor	tt0048931,tt0215320,tt0057018,tt0039256
nm0012702	Helen Affsa	\N	\N	miscellaneous	tt0245850
nm0012703	Jamal Afghani	\N	\N	production_designer	tt0116501
nm0012704	Charles Spencer	1977	\N	actor	tt0810614,tt2237134,tt0217203,tt0185130
nm0012705	Ingrid Afia	1965	2018	actress	tt14039700,tt0197143,tt1058639,tt0106167
nm0012706	Alberto Afif	\N	\N	actor	tt0246362
nm0012707	Rodney Afif	\N	\N	actor	tt0450381,tt1448755,tt1790809,tt5461944
nm0012708	Afifi Alaouie	\N	\N	actress	tt0118655,tt0114537,tt0114781,tt0102614
nm0012709	Ahab Afifi	\N	\N	miscellaneous	tt0120616
nm0012710	Manal Afifi	1971	\N	actress	tt0115477,tt0209885,tt8146714,tt0166486
nm0012711	Mohammed Afifi	1935	2009	actor	tt0120616,tt0100594,tt0255054,tt0255663
nm0012712	Hussein Afify	\N	\N	editor	tt2044774,tt0311124,tt13577200,tt1058114
nm0012713	Mohamed Afify	\N	\N	writer	tt5714310,tt0205288
nm0012714	Samuelo Afitu	\N	\N	actor	tt0095093
nm0012715	Walid Afkir	\N	\N	actor	tt1602620,tt0401711,tt0387898,tt0216625
nm0012716	Claude Aflalo	\N	\N	actor	tt0102511
nm0012717	Frans J. Afman	1933	2011	miscellaneous	tt0081573,tt0095963,tt0094074,tt0091605
nm0012718	Farah Cabrera	\N	\N	actress,miscellaneous	tt0092325,tt1914251,tt0119910,tt1919129
nm0012719	Mystura Afolabi	\N	\N	miscellaneous	tt0117322
nm0012720	Nikolai Afonin	\N	\N	actor	tt0129657
nm0012721	Konstantin Afonsky	\N	\N	actor	tt0108427,tt0100757
nm0012722	Alexandra Afonso	\N	\N	camera_department,cinematographer	tt0996605,tt0211718,tt0291131,tt0835828
nm0012723	Ana Afonso	\N	\N	actress	tt0144070,tt0233026,tt0154073,tt0115457
nm0012724	Dabte Afonso	\N	\N	actor	tt0229150
nm0012725	Pinto Afonso	\N	\N	actor	tt0110381
nm0012726	Helena Afonso	\N	\N	actress,music_department	tt1654523,tt1173928,tt4649174,tt2445702
nm0012727	Humberto Afonso	\N	\N	actor	tt0229143,tt0229150
nm0012728	Inês Afonso	\N	\N	actress	tt0119172
nm0012730	José Afonso	1929	1987	soundtrack,composer,music_department	tt0120626,tt0457182,tt0078920,tt0120624
nm0012731	Kleber Afonso	1930	1983	actor,writer,director	tt0261346,tt0249452,tt0236339,tt0261458
nm0012732	Marcos Afonso	\N	\N	actor	tt0210451
nm0012733	Ruy Afonso	1920	2003	actor	tt0451775,tt0189602,tt0199110,tt0209563
nm0012734	Yves Afonso	1944	2018	actor	tt0225376,tt0338608,tt0101364,tt0207479
nm0012735	Hadasa Afori	\N	\N	costume_department	tt0092844,tt0104834,tt0103945
nm0012736	Tybee Brascia	1932	1982	actress,soundtrack	tt0085756,tt1694512,tt0078622,tt0070337
nm0012737	Behrooz Afrakhan	\N	\N	actor,producer,director	tt0101787,tt0095825,tt0118884,tt1557827
nm0012738	Sanam Afrashteh	\N	\N	actress,miscellaneous	tt0806910,tt1615237,tt1722440,tt3833900
nm0012739	Adnan Afravian	\N	\N	actor	tt0096894
nm0012740	Alan Afriat	1935	\N	editorial_department,editor,producer	tt2040116,tt0071075,tt0423630,tt0965032
nm0012741	Gadi Afriat	\N	\N	cinematographer	tt0205314,tt0330620,tt0206070,tt0330866
nm0012742	Shlomy Afriat	\N	\N	producer	tt0206070
nm0012743	Vardit Afriat	\N	\N	miscellaneous	tt0117887
nm0012744	Vjekoslav Afric	1906	1980	actor,director,writer	tt0179851,tt0179666,tt0039837,tt0038638
nm0012745	Carole Africa	\N	\N	actress	tt0104658
nm0012746	Conjunto Africa	\N	\N	soundtrack,actor	tt0199796,tt1388794,tt2662710
nm0012747	Spike Africa	\N	\N	actor	tt0076239,tt0069883
nm0012748	Susan Africa	\N	\N	actress	tt0218821,tt1527069,tt0940744,tt1168411
nm0012749	Arthur Scipio Africano	1967	\N	camera_department,actor,cinematographer	tt0829482,tt4789576,tt6297682,tt1416765
nm0012750	Banzo Africano	\N	\N	actor	tt0261054,tt0441311,tt0437269,tt0261394
nm0012751	Leão Africano	\N	\N	actor	tt0261346
nm0012752	Nick Africano	\N	\N	producer,miscellaneous	tt0103531
nm0012753	Pasquale Africano	1944	2008	actor	tt0209370,tt0104798,tt0094005,tt5729158
nm0012754	Afrika	\N	\N	composer	tt0110186
nm0012755	Afrika	\N	\N	actress	tt12524654,tt0463418,tt0300936,tt0301033
nm0012756	Afrique	1907	1961	actor	tt0031233,tt0401917,tt4426246,tt0027694
nm0012757	Jacqueline Afrique	1943	\N	actress	tt0063968,tt0161126,tt0067357,tt0070659
nm0012758	Jean Afrique	1963	2011	actress	tt8103060,tt0131241,tt0142554,tt0153725
nm0012759	Khefri 'Ka' Afrique	\N	\N	actor	tt0215108
nm0012760	Viktor Afritsch	1906	1967	actor	tt0034698,tt0042036,tt1458775,tt0043281
nm0012761	Raphael Afrè	\N	\N	actor	tt0178445
nm0012762	Kerim Afsar	1930	2003	actor	tt0289334,tt0208842,tt0071159,tt0182765
nm0012763	Sharam Afsar	\N	\N	miscellaneous,assistant_director	tt0185112
nm0012764	Bonnie Afsary	\N	\N	actress,writer,producer	tt6086922,tt0321021,tt0120188,tt4104068
nm0012765	Anais Afshan	\N	\N	actress	tt0112084,tt5830000,tt5047718,tt0120885
nm0012766	Babak Afshar	\N	\N	composer	tt0318268,tt0122240,tt0122178,tt1111892
nm0012767	Musa Afshar	\N	\N	editor,cinematographer,producer	tt0428206,tt0434338,tt0293396,tt5895426
nm0012768	Pasha Afshar	\N	\N	stunts	tt0110399
nm0012769	Shohreh Afshar	\N	\N	actress	tt0216250
nm0012770	Soraya Afshar	\N	\N	miscellaneous	tt0082527,tt0082806
nm0012771	Yasmine Afshar	\N	\N	art_department	tt0279088
nm0012772	Farshid Afsharian	\N	\N	actor	tt0115772
nm0012773	Payam Afsharian	\N	\N	producer	tt0963780,tt0129438,tt0259444
nm0012774	Firouzeh Afsharnia	\N	\N	music_department,soundtrack,composer	tt0120901,tt0108758,tt0242949,tt0247095
nm0012775	Mukhtar Avsharov	1914	2004	actor	tt0162152,tt1402414,tt8212394,tt3961682
nm0012776	Kurosh Afsharpanah	\N	\N	director,actor,cinematographer	tt12809686,tt7847108,tt0317822,tt0076098
nm0012777	Khalil Aftab	\N	\N	actor	tt0156780
nm0012778	Aftab Shivdasani	1978	\N	actor,writer,producer	tt0406977,tt0214931,tt1024943,tt0319020
nm0012779	Craig Aftanas	\N	\N	actor,camera_department,art_director	tt1316624,tt0220514,tt0346800,tt0492044
nm0012780	Anton Aftenie	\N	\N	actor	tt0235210,tt0163623,tt0131456,tt0089209
nm0012781	Ginette Aftergood	\N	\N	actress	tt0096394
nm0012782	Peter Afterman	\N	\N	music_department,producer,composer	tt0120685,tt0467406,tt1070874,tt0271367
nm0012783	Effie Afton	1904	1987	actress	tt0053065,tt0042167,tt0054204
nm0012784	Marissa Afton	\N	\N	actress	tt0205152
nm0012785	Richard Afton	1911	1985	producer,writer,director	tt2724286,tt4869086,tt0396984,tt4221344
nm0012786	Rith Afton	\N	\N	actress	tt0264425
nm0012787	Florence Lafuma	\N	\N	actress	tt0254571,tt0144180,tt0276712,tt0070818
nm0012788	Safira Afzal	1960	\N	actress,legal	tt0086034,tt0461421
nm0012789	Mahnaz Afzali	\N	\N	actress,director,cinematographer	tt0396952,tt8126228,tt0123094,tt5545014
nm0012790	Björn Afzelius	1947	1999	soundtrack,composer,miscellaneous	tt0074857,tt0269433,tt0331212,tt0829113
nm0012791	Kick Reeder	1923	\N	script_department	tt0043652,tt0060812,tt0057119,tt0049224
nm0012792	Rebecca Afzelius	\N	\N	make_up_department,actress,director	tt0143925,tt11242888,tt0488853,tt0422403
nm0012793	Birgit Afzelius-Wärnlöf	\N	\N	art_director,costume_designer	tt0038676,tt0021939
nm0012794	Mohamed Ag Bloukia	\N	\N	actor	tt0091892
nm0012795	Temeddit Ag Hoye	\N	\N	actor	tt0091892
nm0012796	Mohamed Ag Mohamed	\N	\N	actor	tt0091892
nm0012797	Lena Ag	\N	\N	actress,production_manager	tt0095979,tt0220272
nm0012798	Bjørg Marit Aga	\N	\N	actress	tt0086111
nm0012799	Hideto Aga	\N	\N	editor,editorial_department	tt0283878,tt0181960,tt0089881,tt2770290
nm0012800	Mukhtar Aga-Mirzayev	1935	2000	director,actor	tt0264661,tt0083364,tt0267089,tt0261325
nm0012801	Arnold Agababov	1929	1999	writer,director	tt0424737,tt0059943,tt0173394,tt0418342
nm0012802	Mais Agabekov	\N	\N	production_designer,set_decorator	tt0078816,tt0440158,tt0396559,tt1992168
nm0012803	Nancy Agabian	\N	\N	actress	tt0236261,tt0184670
nm0012804	Edmond Agabra	1926	2012	assistant_director,director,writer	tt0265437,tt0054284,tt0050245,tt0050390
nm0012805	Alexandru Agache	1955	\N	actor	tt0259176,tt0256389
nm0012806	Sophie Agacinski	1943	\N	actress,writer,director	tt0062689,tt0217924,tt0061003,tt0289735
nm0012807	Baruch Agadati	1895	1976	director,producer,writer	tt0136811,tt5762774,tt0028362
nm0012808	Yitzhak Agadati	\N	1980	producer	tt0137009,tt0028362,tt0165511,tt0133365
nm0012809	Karlen Agadzhanov	\N	\N	production_manager,producer	tt0071411,tt0110883,tt0076727,tt0080101
nm0012810	Nina Agadzhanova	1889	1974	writer,director,assistant_director	tt0015648,tt6024888,tt0023939,tt0019842
nm0012812	Aman Agadzikov	\N	\N	composer	tt0296594,tt0111785
nm0012813	Philippe Agael	\N	\N	actor	tt0171998,tt1918715,tt0211359,tt0103442
nm0012814	Ivan Agafonov	1933	2005	actor	tt0048639,tt0101496,tt0134633,tt0092621
nm0012815	Valeri Agafonov	1941	1984	actor	tt0081048,tt4683408
nm0012816	Yevgeni Agafonov	1936	2001	actor	tt0361807,tt0198798,tt5860486,tt0057614
nm0012817	M. Agafonova	\N	\N	make_up_department	tt0075079,tt0054316,tt0052600,tt0068812
nm0012818	N. Agafonova	\N	\N	actress	tt0197609
nm0012819	Tatyana Agafonova	1963	\N	actress	tt0173700,tt0096492,tt0091770,tt0174997
nm0012820	Vera Agafonova	\N	\N	actress	tt0275701
nm0012821	Koula Agagiotou	1915	2006	actress	tt0200615,tt0054198,tt0185033,tt0196860
nm0012822	Samira Agairi	\N	\N	actress	tt0118651
nm0012823	Chris Agajanian	\N	\N	producer,miscellaneous	tt0110990
nm0012824	A. Agalarov	\N	\N	writer	tt0128967
nm0012825	John Agalsoff Jr.	\N	\N	sound_department,camera_department	tt0112740,tt0117731,tt0119094,tt0120461
nm0012827	Steve Agalsoff	\N	\N	sound_department	tt0095631,tt0098372,tt0111218
nm0012828	Farkhad Agamaliyev	\N	\N	writer	tt0307342,tt0275699
nm0012829	Giorgio Agamben	1942	\N	actor,writer	tt3342996,tt0058715,tt0284746,tt0768816
nm0012830	Al Agami	1972	\N	actor,soundtrack,music_department	tt0194608,tt0472526,tt0168629,tt4675926
nm0012831	Efi Ajami	\N	\N	camera_department,actor,location_management	tt0092844,tt0143231,tt0119678,tt0090927
nm0012832	Isaac Agami	\N	\N	actor,writer,producer	tt0202870,tt0077713
nm0012833	Oz Agami	\N	\N	camera_department	tt0374001,tt0163595
nm0012834	Rami Agami	\N	\N	cinematographer,camera_department	tt9257662,tt0499537,tt3995806,tt0254703
nm0012835	Tamilla Agamirova	1928	\N	actress	tt8212394,tt0050326,tt1448440,tt7852944
nm0012836	Dzhamilya Agamuradova	\N	\N	actress	tt0102188
nm0012837	Elina Agamyan	\N	\N	actress	tt0090124
nm0012838	N. Aganbekova	\N	\N	actress	tt0016570,tt0149687
nm0012839	Aganeska	\N	\N	art_department	tt0139460
nm0012840	Clark Aganon	\N	\N	actor	tt0217686
nm0012841	Carlos Aganza	1907	1970	actor	tt0029256,tt0140396,tt0228227,tt0139881
nm0012842	El Moreno Agapito	\N	\N	actor	tt0279455
nm0012843	Toula Agapitou	\N	\N	actress	tt0236384,tt0085175,tt0902309
nm0012844	Sergei Agapitov	1954	1996	actor	tt0266791,tt0111487,tt0102682
nm0012845	Ivan Agapov	1965	\N	actor	tt0456769,tt0339896,tt0090001,tt4832700
nm0012846	Nina Agapova	1926	\N	actress	tt0178725,tt0313878,tt0127011,tt0192698
nm0012847	Olga Agapova	\N	\N	actress	tt0267144,tt0189013,tt0297478
nm0012848	Brian Agar	\N	\N	transportation_department	tt0241303,tt0875034,tt0138097,tt0280778
nm0012849	Dan Agar	1881	1950	actor	tt0025839
nm0012850	Gordie Agar	\N	\N	actor	tt0190831
nm0012851	Ivan Agar	\N	\N	actor	tt0074195,tt5102190,tt0072156
nm0012852	Liam Agar	\N	\N	transportation_department	tt0120100,tt0119632
nm0012853	Lora Agar	\N	\N	transportation_department	tt0119520,tt0114564,tt0114918
nm0012854	Loretta Agar	1922	2000	actress,make_up_department	tt0033467,tt0048554,tt0047037
nm0012855	Mona Agar	\N	\N	actress	tt0082427
nm0012856	Adam Agard	\N	\N	editorial_department,assistant_director,location_management	tt0107570,tt9252316,tt0212974,tt0308887
nm0012857	Claudette Agard	\N	\N	actress	tt0086579
nm0012858	Katherine Agard	\N	\N	miscellaneous	tt0112571,tt0107478,tt0109446
nm0012859	Katie Agard	\N	\N	miscellaneous	tt0122076
nm0012860	Laurie Agard	1966	\N	miscellaneous,producer,director	tt3113826,tt0122076,tt0245107,tt1043736
nm0012861	Sylvie Agard	\N	\N	script_department,editor,editorial_department	tt0172057,tt1399145,tt0167585,tt0117697
nm0012862	Alexandru Agarici	\N	\N	actor	tt0109542,tt0119288,tt0180216,tt0329364
nm0012863	Aki Agarita	\N	\N	actor	tt0114578
nm0012864	Jeanette Agaronoff	\N	\N	miscellaneous,actress,writer	tt0458339,tt1825683,tt1843866,tt2283336
nm0012865	Armin Agaronyan	\N	\N	miscellaneous	tt0122151
nm0012866	Alvin Agarrat	\N	\N	producer,director,writer	tt0112688,tt6579462,tt5340448
nm0012867	Cesar Ugarte	1926	1997	actor	tt0052225,tt0052943
nm0012868	Anirudh Agarwal	1949	\N	actor	tt0110213,tt0338477,tt0268160,tt0253514
nm0012870	Deepak Agarwal	\N	\N	actor,camera_department	tt0240200,tt4635372,tt8983166
nm0012871	Jagdish Agarwal	\N	\N	producer	tt0165899
nm0012872	Mukul Agarwal	\N	\N	music_department,miscellaneous,soundtrack	tt0387989,tt0267246,tt0107986,tt0093578
nm0012873	Purnima Agarwal	\N	\N	costume_designer	tt0079316
nm0012874	Rajesh Agarwal	\N	\N	producer	tt0249866,tt0764244,tt0479718
nm0012875	Shanta Agarwal	\N	\N	actress	tt0073034
nm0012876	Shyam Sundar Agarwal	\N	\N	cinematographer,producer,director	tt0252380,tt0257712
nm0012877	Jyotiprasad Agarwala	1903	1951	director,writer,composer	tt0151153,tt0151057
nm0012878	Kamala Prasad Agarwala	\N	\N	actress	tt0151153
nm0012879	Genpei Akasegawa	1937	2014	actor,writer	tt0104351,tt0098204,tt0924004
nm0012880	Agashe	\N	\N	actor	tt0139234,tt0139416,tt0232925,tt0139399
nm0012881	Mohan Agashe	1947	\N	actor,producer,composer	tt6272504,tt0083987,tt0405508,tt11045422
nm0012882	Josobant Agashi	\N	\N	actor	tt0156717
nm0012883	An Agasild	\N	\N	actor	tt0280963
nm0012884	I. Agasov	\N	\N	actor	tt0261637
nm0012885	Megan B. Agosto	\N	\N	editorial_department,editor,production_manager	tt0112722,tt0252076,tt0243736,tt0119978
nm0012886	Morio Agata	1948	\N	actor,composer,soundtrack	tt0229585,tt0229264,tt0229870,tt1422703
nm0012887	Noriko Agata	\N	\N	actress	tt0110237
nm0012888	Toshiya Agata	1961	2020	actor,miscellaneous	tt1219827,tt0498380,tt0219854,tt1098327
nm0012889	Carlo Agate	\N	\N	art_department,production_designer	tt0057286,tt0074084,tt0065622,tt0058488
nm0012890	May Agate	1892	1960	actress	tt0024835,tt0024161,tt0021338,tt0158625
nm0012891	Agatha	\N	\N	costume_department,miscellaneous	tt0403915,tt0117877
nm0012892	Ahathian	\N	\N	director,writer	tt0292552,tt0244794,tt8238236,tt0984202
nm0012893	Anthony Agati	\N	\N	miscellaneous	tt0261377
nm0012895	Luciano Agati	\N	\N	actor	tt0071353,tt0076207,tt0077482
nm0012896	Anna Agatka	\N	\N		tt0241059
nm0012897	Eric Agaton	\N	\N	actor	tt0489399,tt0096040
nm0012898	Mikael Agaton	\N	\N	director,producer,writer	tt0117230,tt0206501,tt0275050,tt8773418
nm0012899	Niklas Agaton	\N	\N	actor	tt0131186,tt0096719
nm0012900	K. Agatov	\N	\N	writer	tt0151031
nm0012902	Sila Agavale	\N	\N	actor,director,cinematographer	tt13491462,tt5169586,tt13445158,tt4939892
nm0012903	George Agawa	\N	\N	actor	tt0048960
nm0012904	Sawako Agawa	\N	\N	actress,writer	tt1677602,tt3090310,tt0260814,tt14618100
nm0012905	Aliagha Aghayev	1913	1983	actor	tt0167346,tt1394250,tt4263976,tt1573830
nm0012906	Vladimir Agayev	\N	\N	actor	tt0440667,tt0440671,tt0440668,tt0440669
nm0012907	Jean-Pierre Agazar	\N	\N	actor	tt0074336,tt0081685,tt0091590
nm0012908	Giorgio Agazzi	\N	\N	music_department,sound_department	tt0104545,tt0098055,tt0083117,tt0103675
nm0012909	James J. Agazzi	1940	2019	art_director,production_designer,art_department	tt1542592,tt0128419,tt0078622,tt0088571
nm0012910	Paolo Agazzi	1949	\N	director,writer,producer	tt11536662,tt0146664,tt0396470,tt0319856
nm0012911	Roberto Agazzi	\N	\N	actor	tt4477012,tt0088389,tt0116297
nm0012912	Michael Agbabian	\N	\N	producer,writer,actor	tt0364829,tt1672204,tt3037520,tt1663641
nm0012913	Fred Agbah	\N	\N	camera_department	tt0137279
nm0012914	Lucia Agbaka	\N	\N	actress	tt0266027
nm0012915	Bayani Agbayani	\N	\N	actor,soundtrack,writer	tt0398198,tt0877590,tt0326359,tt1121985
nm0012916	Tetchie Agbayani	1961	\N	actress,camera_department	tt0091541,tt1332644,tt0489393,tt0089243
nm0012917	Diana Agben	\N	\N	actress	tt0114238
nm0012918	Hamilton Agben	\N	\N	actor	tt0114238
nm0012919	Emmanuel Agbinown	\N	\N		tt0089668
nm0012920	Kolade Agboke	\N	\N	actor	tt0233954,tt0457495,tt0144060,tt0160904
nm0012921	Chimène Agboliagbo	\N	\N	actress	tt0229234
nm0012922	Gladys Agboliagbo	\N	\N	actress	tt0229234
nm0012923	Olivia Agboliagbo	\N	\N	actress	tt0229234
nm0012924	Michelle Agbulos	\N	\N		tt0179846
nm0012925	Lisa Agby	\N	\N	actress	tt8269566,tt0119300,tt8876188,tt8737938
nm0012926	Adriana Agcaoili	\N	\N	actress,writer	tt0106951,tt0109581,tt0115647,tt0471373
nm0012927	Rogshan Agzamov	\N	\N	actor	tt0485772,tt5372656,tt0065548,tt0230394
nm0012928	Günter Agde	\N	\N	miscellaneous,actor,writer	tt0096914,tt0121027,tt0179840
nm0012930	Berit Agedal	1951	\N	actress,script_department	tt0068593,tt0072773,tt0072013,tt0069718
nm0012931	N. Agedzanov	\N	\N	writer	tt0036339
nm0012932	Arthur Agee	1972	\N	actor	tt0110057,tt5562056,tt0115163,tt3155328
nm0012933	Arthur 'Bo' Agee	1952	2004		tt0110057
nm0012934	Benjamin Agee	\N	\N	camera_department,sound_department,actor	tt0458367,tt4361050,tt0102266,tt1190536
nm0012935	Bill Agee	1938	2017		tt0246747
nm0012936	Dennis Agee	\N	\N	camera_department,miscellaneous	tt0096378,tt0073496
nm0012937	Harold Agee	\N	\N		tt0246747
nm0012938	James Agee	1909	1955	writer,actor,soundtrack	tt0348926,tt0048424,tt0043265,tt0056818
nm0012939	Jazz Agee	\N	\N		tt0110057
nm0012940	Jerry Agee	\N	\N	producer,actor,miscellaneous	tt0126261,tt0145404,tt0159291,tt0277615
nm0012941	Joe 'Sweetie' Agee	\N	\N		tt0110057
nm0012942	Kaye Agee	\N	\N	actress	tt0090106
nm0012943	Larry Agee	\N	\N	actor	tt0098601
nm0012944	Mia Agee	\N	\N		tt0080337
nm0012945	Mrs. Harold Agee	\N	\N		tt0246747
nm0012946	Robin Agee	\N	\N	actor,make_up_department	tt0113690,tt0098354
nm0012947	Sheila Agee	\N	\N		tt5593872,tt0110057
nm0012948	Steve Agee	1969	\N	writer,actor,producer	tt4477976,tt3896198,tt0821375,tt1826940
nm0012949	Tawatha Agee	\N	\N	actress,soundtrack	tt0496424,tt0116707,tt1172233,tt0119282
nm0012950	Timothy Dale Agee	\N	\N	actor	tt0181316,tt0112173,tt0112022,tt0106179
nm0012952	Tomika Agee	\N	\N		tt0110057
nm0012953	Tony Agee	\N	\N	actor	tt0081184
nm0012954	Valerie Agee	\N	\N	actress	tt0199725
nm0012955	Henri Agel	1911	2008	actor	tt0076155
nm0012956	Martina Angeletti	\N	\N	make_up_department,actress	tt0105073,tt0100633,tt0108829,tt0088932
nm0012957	Adam Ageli	1946	1991	actor	tt0078622,tt0093932,tt0083437,tt0074074
nm0012958	Habib Ageli	\N	\N	actor	tt0075143,tt0076188,tt0071034,tt0074896
nm0012959	Olle Agelii	\N	\N	actor,producer	tt2176776,tt0245312,tt1018935,tt0284336
nm0012960	Roy Ageloff	\N	\N	actor	tt0161029,tt0168035,tt0247427,tt0158609
nm0012961	Pantelis Agelopou	\N	\N	actor	tt0262508,tt0079104,tt0075759
nm0012962	Keiko Agena	1973	\N	actress,soundtrack,costume_department	tt0238784,tt10327354,tt3032476,tt7945720
nm0012963	Larry Agenbroad	1933	2014		tt0286285,tt0288980,tt0239867
nm0012964	Béatrice Agenin	1950	\N	actress	tt0280305,tt0258413,tt0169504,tt0122626
nm0012965	Carmela Agenjo	\N	\N	actress	tt0373498,tt0104781,tt4708274
nm0012966	Hy R. Agens	\N	\N	actor	tt0086593
nm0012967	Anders Agensø	1961	\N	actor	tt0080662,tt0417660
nm0012968	Sandrine Ageorges	\N	\N	location_management,production_manager,miscellaneous	tt0114319,tt0117060,tt0110148,tt0106226
nm0012969	Francesco Ager	\N	\N	actor	tt0209351,tt0158520
nm0012970	Ivan Ager	\N	\N	sound_department	tt0078680,tt0400036,tt0343230,tt0085094
nm0012971	Milton Ager	1893	1979	soundtrack,music_department	tt0109642,tt1605783,tt2870756,tt0358135
nm0012972	Nicky Ager	\N	\N	editor,editorial_department,composer	tt0427089,tt0216938,tt1242447,tt8094320
nm0012973	Nikita Ager	1969	\N	actress	tt2490326,tt0187750,tt0364845,tt0298744
nm0012974	Simon Ager	1969	\N	visual_effects,actor,set_decorator	tt0343818,tt0374455,tt0306841,tt1325004
nm0012975	Suzanne Ager	\N	\N	actress,producer	tt0102122,tt0099524,tt0184460,tt0100169
nm0012976	Xenia Ager	1937	\N	miscellaneous	tt0088396,tt0398557,tt0080443,tt0297985
nm0012977	Göran Agerberg	\N	\N	production_manager	tt0067495
nm0012978	Simon Agerberg	\N	\N	camera_department	tt0120562,tt0137212
nm0012979	Anders Agerbo	\N	\N	camera_department,cinematographer,miscellaneous	tt9327556,tt7895918,tt0107350,tt2025899
nm0012980	Eva Agerbrink	\N	\N	actress	tt0238992
nm0012981	Aksel Agerby	\N	\N	soundtrack,composer	tt0030381,tt0315232
nm0012982	Bertil Agerfeldt	\N	\N	actor	tt0035621
nm0012983	Thomas Agergaard	\N	\N	composer	tt0412152,tt0170632
nm0012984	Charlie Agerheim	\N	\N	actor	tt0115360
nm0012985	Patrik Agerkrans	\N	\N	stunts	tt0127382
nm0012986	Anita Agerlo	1942	\N	make_up_department	tt0103459,tt0254044,tt0294381,tt5278254
nm0012987	Stellan Agerlo	1920	1987	actor	tt0045753,tt0058783,tt0249290,tt0057322
nm0012988	Pat Agers	\N	\N	actor	tt0065442
nm0012989	Dennis Agerstig	\N	\N	actor	tt0081094
nm0012990	Marianne Agertoft	\N	\N	costume_designer,costume_department	tt7205264,tt3636060,tt2384811,tt0203119
nm0012991	Max Agerty	1875	1967	actor,director,producer	tt7340690,tt6923456,tt0137833,tt7340724
nm0012992	Martin Agerup	\N	\N	actor	tt0105173
nm0012993	Sol-Britt Agerup	1922	2009	actress	tt0032709,tt0032655,tt0031525,tt0032751
nm0012994	Hanne Aagesen	1933	2016	actress	tt0048452
